ID_PRO;ID_CLAS;ID_UN_MED;DESCRICAO;OBSERVACAO;ESTOQUE_MIN;PERECIVEL;QTD_EMBALAGEM
481;173;10;PREGO 3/9;;0;-1;1
482;173;10;PREGO 5/5;;0;-1;1
483;175;28;PEÇAS DE PIQUI;;0;-1;1
484;174;16;"DISCO DESB. 600 7""";;0;-1;1
485;173;10;ELETRODO 3,25 MM;;0;-1;1
486;171;14;BOTAL INCAL;;2;-1;2
487;174;16;ENXADA;;0;-1;1
488;174;16;FOICE ROÇADEIRA;;0;-1;1
489;174;16;PÁ QUADRADA;;0;-1;1
490;174;16;CARRO DE MÃO;;0;-1;1
491;125;7;TINTA EM PÓ;;0;-1;2
492;125;7;MASSA CORRIDA ACRÍLICA 18L;;0;-1;1
493;125;7;MASSA CORRIDA 18L;;0;-1;1
494;167;1;TUBO 25 MM ESGOTO 6M;;0;-1;1
495;167;1;TUBO 50MM ESGOTO 6M;;0;-1;1
496;167;1;TUBO 75MM ESGOTO 6M;;0;-1;1
497;167;1;TUBO 100MM ESGOTO 6M;;0;-1;1
498;167;1;TUBO 150MM ESGOTO 6M;;0;-1;1
499;125;7;TINTA P/ PISO CIMENTADO;;0;-1;1
500;178;11;MANGUEIRA 02 FIOS 13 MM 127V;;0;-1;1
501;178;11;RABICHO P/ MANGUEIRA 02 F 13 MM;;0;-1;1
502;179;11;ABRACADEIRA NYLON 140X3.6 CJ/100;;0;-1;100
503;179;11;ABRACADEIRA NYLON 100X2.5 CJ/100;;0;-1;100
504;179;11;BRAQUETE 2 POLOS PAR;;0;-1;1
506;180;11;SOLDA ESTANHO CARR. 0. 5KG  M15 50X50;;0;-1;1
507;154;1;JUNTA COLETOR ESCAPAMENTO;;0;-1;1
508;154;1;JUNTA CABEÇOTE;;0;-1;1
509;154;1;FILTRO DE ÓLEO;;0;-1;1
510;154;1;ROLAMENTO TENSIONADOR;;0;-1;1
511;154;1;ANEL COLETOR ADMISSÃO;;0;-1;1
512;154;1;JUNTA SAÍDA ESCAPAMENTO;;0;-1;1
513;154;1;VÁLVULA ESCAPAMENTO;;0;-1;1
514;154;1;LIMPA CÁRTER;;0;-1;1
515;153;11;FIO FLEXIVEL TORCIDO SIL 1.50;;0;-1;1
516;154;1;LIXA D'ÁGUA;;0;-1;1
517;164;1;DISJUNTOR DQ 0030;;0;-1;1
518;154;16;ANEL DE SEGMENTO;;0;-1;1
519;136;1;TONER C7115;;0;-1;1
520;152;5;ÁGUA MINERAL 500 ML;FARDO C/12 GARRAFAS DE 500 ML;0;-1;12
521;152;1;ÁGUA MINERAL COPINHO;;0;0;1
522;131;1;BASE DO CARRO HP 600;;0;-1;1
523;131;1;RÉGUA HP 600;;0;-1;1
524;39;1;GRAMPEADOR MÉDIO;;0;-1;1
525;181;13;CAFÉ 250G;;12;-1;1
526;175;28;TAIPÁ 30 CM ( TAXI/PIQUI SERRADO);;0;-1;1
527;183;1;PARAFUSO FRANCES 5/16X4;PARAFUSO POR UNIDADE.;0;-1;1
528;183;1;PARAFUSO FRANCES 5/16X4 1/2;PARAFUSO POR UNIDADE;0;-1;1
529;153;11;CABO LIXADO 1,5M;;0;-1;1
530;153;11;FIO SÓLIDO 4,00MM;;0;-1;1
531;153;11;FIO SÓLIDO 1,5 MM;;0;-1;1
532;153;11;CABO SILFLEX 4X2,50MM;;0;-1;1
533;153;11;CABO FLEXÍVEL 2,50MM;;0;-1;1
534;150;16;LÂMPADA TRILUX 25W127V;;0;-1;1
535;150;1;STARTER 15/20W;;0;-1;1
536;150;1;LÂMPADA FLUORESCENTE 20W 127V;;0;-1;1
537;150;16;LÂMPADA FLUORESCENTE 15W 127V;;0;-1;1
538;164;1;DISJUNTOR 40AMP;;0;-1;1
539;164;1;DISJUNTOR 2 POLOS 20AMP;;0;-1;1
540;184;1;INTERRUPTOR 1 TECLA;;0;-1;1
541;184;1;INTERRUPTOR P/ TOM 10A250V;;0;-1;1
542;184;1;INTERRUPTOR 2S 1TOM;;0;-1;1
543;150;1;ARANDELA STELLE;;0;-1;1
544;150;1;FER LAT FUNDIDO;;0;-1;1
545;150;1;TOMADA 20A250V;;0;-1;1
546;150;1;TOMADA 4P PADRÃO;;0;-1;1
547;150;1;PARAFUSOS ENCARTELADOS;;0;-1;1
548;150;1;"VÁLVULA DE ESFERA 1/2"" CROMADO";;0;-1;1
549;150;1;LF PROT 6TOM 1,4M;;0;-1;1
550;167;1;LUVA SOLD 32MM;;0;-1;1
551;167;1;JOELHO ESG 90MM;;0;-1;1
552;167;1;JOELHO SOLD/ROSC 20MM;;0;-1;1
553;167;1;TUBO 20MM SOLDÁVEL;;0;-1;1
554;185;1;ADESIVO 75G BISNAGA;;0;-1;1
555;171;14;BOTA DE PLÁSTICO;;0;-1;2
556;183;1;PARAFUSO SEXTAVADO 1/2X1 1/2;;0;-1;1
557;183;1;PORCA SEXTAVADA 3/8;;0;-1;1
558;183;1;ARRUELA 3/8;;0;-1;1
559;173;10;BARRA QUADRADA 1/2;;0;-1;1
560;173;10;BARRA ROSCADA 3/8;;0;-1;1
561;173;10;PORTA CADEADO;;0;-1;1
562;173;10;FERRO DE CONSTRUÇÃO 5/16;;0;-1;1
563;149;1;CADEADO 35MM;;0;-1;1
564;186;16;TUBO GALVANIZADO 3/4;;0;-1;1
565;167;1;LUVA ESGOTO 100MM;;0;-1;1
566;167;1;JOELHO ESGOTO 100MM;;0;-1;1
567;167;1;TUBO ROSCA 1 1/2;;0;-1;1
568;167;1;"LUVA SOLD 1""";;0;-1;1
569;167;1;"JOELHO SOLD 1""";;0;-1;1
570;167;1;LUVA SOLD 1/2;;0;-1;1
571;167;1;GONZO 3/8;;0;-1;1
572;183;1;PARAFUSO SEXTAVADO 5/16X2;;0;-1;1
573;183;1;PARAFUSO FENDA 3,5X35;;0;-1;1
574;150;1;LAMPADA 6W 127V;;0;-1;1
575;150;14;DK;;0;-1;1
576;150;1;TOMADA 3F 2P;;0;-1;1
577;150;1;CANALETA 20X10X2;;0;-1;1
578;150;1;LÂMPADA MISTA 250W;;0;-1;1
579;153;11;FIO RÍGIDO 2,50MM;;0;-1;1
580;184;1;INTERRUPTOR TOMADA;;0;-1;1
581;179;1;VENTOSA Nº2;;0;-1;1
582;131;1;CARRO DO PAINEL HP 600;;0;-1;1
583;155;1;ROLAMENTO TRAS CK;;0;-1;1
584;155;1;BATERIA CG;;0;-1;1
585;155;1;CARC SUSP PAINEL TITAN;;0;-1;1
586;155;1;IGNIÇÃO TITAN;;0;-1;1
587;155;1;PATIM FREIO TRAS TITAN;;0;-1;1
588;155;1;ROLAMENTO TRAS PPK TITAN;;0;-1;1
589;155;1;BUCHA ESPAC CUBO TRAS TITAN;;0;-1;1
590;157;27;ÓLEO 4T MOBIL;;0;-1;1
591;187;1;PISTÃO COMPLETO;;0;-1;1
592;187;1;JOGO DE JUNTA;;0;-1;1
593;187;1;VELA P/ ROÇADEIRA;;0;-1;1
594;187;1;RETENTOR;;0;-1;1
596;187;1;CARRETEL POLIMATIC;;0;-1;1
597;187;1;CARBURADOR;;0;-1;1
598;187;1;JUNTA DO CARBURADOR;;0;-1;1
599;187;1;FILTRO PESCADOR;;0;-1;1
600;187;1;BOBINA FIO NYLON 300M;;0;-1;1
601;187;1;BOBINA FIO NYLON 100M;;0;-1;1
602;188;1;ESPELHO CRISTAL REDONDO 39,5 X 39;;0;-1;1
603;188;1;PRATELEIRA 40 X 10 RETA TRASPARENTE;;0;-1;0
604;29;2;PAPEL COUCHÊ C/100 FLS;;0;-1;100
605;187;1;CAVALETE REFRIGERAÇÃO P/ ÁGUA;;0;-1;1
606;187;1;JOGO JUNTA CAVALETE;;0;-1;1
607;165;1;COLA 3M;;0;-1;1
608;189;1;REPOSIÇÃO PARA CARIMBO AUTOMÁTICO;;0;-1;1
609;8;1;CARIMBO AUTOMÁTICO 4911;;0;-1;1
610;8;1;CARIMBO AUTOMÁTICO 4912;;0;-1;1
611;187;1;BORRACHA DA CUICA;;0;-1;1
612;187;1;CONECTOR 16X20;;0;-1;1
613;187;1;CRUZETA;;0;-1;1
614;187;1;CUICA DUPLA;;0;-1;1
615;187;1;MANGUEIRA ALTA PRESSÃO;;0;-1;1
616;187;1;MOLA CUICA;;0;-1;1
617;187;1;PARAFUSO DESATIVADOR;;0;-1;1
618;187;1;REPARO CUICA MASTER;;0;-1;1
619;187;1;RETENTOR 0788;;0;-1;1
620;187;1;RETENTOR 4300;;0;-1;1
621;187;1;BATERIA ZETTA FREE;;0;-1;1
622;187;1;JOGO DE CABO IGNIÇÃO;;0;-1;1
623;187;1;TAMPA DISTRIBUIDOR;;0;-1;1
624;187;1;ROTOR DISTRIBUIDOR;;0;-1;1
625;164;1;DISJUNTOR BIPOLAR;;0;-1;1
626;150;1;PORTA LAMP. E- 27 COM RABICHO;;0;-1;1
627;153;11;FIOS FLEXIVEL TORCIDO SIL 4,00;;0;-1;1
628;154;1;ORINGS P/ BICO INJETOR;;0;-1;1
629;154;1;PNEU 175/70;;0;-1;1
630;154;29;COIFA LADO RODA;;0;-1;1
631;154;29;AMORTECEDOR DIANTEIRO;;0;-1;1
632;154;1;PROTETOR CARTER;;0;-1;1
633;154;1;BATENTE SUP. MOTOR;;0;-1;1
634;154;1;ROLAMENTO RODA DIANTEIRA;;0;-1;1
635;175;9;COMPENSADO 10 MM;;0;-1;1
636;154;1;BUCHA BANDEJA;;0;-1;1
637;154;1;LONA DE FREIO TRAS;;0;-1;1
638;183;10;PREGO 1X 1/2 X 13;PREGO POR KILOGRAMA;0;-1;500
639;183;10;PREGO 1 X 1/2 X 14;PREGO POR KILOGRAMA;0;-1;500
640;183;1;PREGO 2 1/2 X 10;PREGO POR KILOGRAMA;0;-1;100
641;166;1;SERRAS TICO TICO AÇO CARCONO;;0;-1;1
642;175;1;MASSARANDUBA SERRADA DIV. 3/5 C/4M;;0;-1;1
643;150;16;LÂMPADAS INCANDESCENTE 100 X 220;;0;-1;1
644;153;1;FIO FLEXTORCIDO PARALELO 2,5 C/100 M;;0;-1;100
645;125;7;TINTA LATEX 18L;;0;0;1
646;125;1;TINTA CORANTE BISNAGA;;0;0;1
647;166;1;LIXA 180 PARA MADEIRA;;0;-1;1
648;166;1;LIXA 60 PARA MADEIRA;;0;-1;1
649;190;1;ROLO DE ESPUMA SINTÉTICO C/10 MM;;0;-1;1
650;186;1;ARAME RECOZIDO;POR KILOGRAMA;0;-1;1
651;174;1;CAVADEIRA ARTICULADA;;0;-1;1
652;38;1;ENVELOPE 114 X 229;;0;-1;1
653;191;10;AÇÚCAR CRISTAL 1 KG;;0;0;1
654;102;13;GUARDANAPO 20X23 CM C/50 FLS;;0;-1;1
655;187;1;PNEU 14,9/28;;0;-1;1
656;187;1;CÂMARA DE AR 28T;;0;-1;1
657;152;2;ÁGUA MINERAL C/48 UNIDADE;;0;-1;48
658;133;1;CAMISA DE MALHA;;0;-1;1
659;154;1;VIDRO JANELA FIXA;;0;-1;1
660;161;1;BLOQUEADOR SOLAR FATOR Nº 15 - 120 ML;;0;-1;1
661;187;1;VÁLVULA DE ADMISSÃO;;0;-1;1
662;187;1;RETENTOR DE VÁLVULA;;0;-1;1
663;187;1;GUIA;;0;-1;1
664;187;1;VÁLVULA DE ESCAPE;;0;-1;1
665;187;1;EIXO VIRABREQUIM;;0;-1;1
666;187;22;JUNTA BLOCO;;0;-1;1
667;187;1;JUNTA DO CARTER;;0;-1;1
668;187;1;ARRUELA DE ENCOSTO;;0;-1;1
669;187;1;BRONZINA FIXA;;0;-1;1
670;187;1;BRONZINA MÓVEL;;0;-1;1
671;187;1;PARAFUSO 3/4X4;;0;-1;1
672;187;1;PARAFUSO 5/8X5;;0;-1;1
673;187;1;PORCA 5/8;;0;-1;1
674;187;1;FILTRO PSC 962;;0;-1;1
675;187;1;CORREIA A 49;;0;-1;1
676;187;1;CORREIA A 48;;0;-1;1
677;187;1;ANEL SINCRONIZADOR;;0;-1;1
678;187;1;ENGRENAGEM DA 4ª FIXA;;0;-1;1
679;187;1;ENGRENAGEM DA 4ª MANUAL;;0;-1;1
680;187;1;ANEL DE AÇO DA 5ª VELOCIDADE;;0;-1;1
681;187;1;CILINDRO EMBREAGEM;;0;-1;1
682;187;1;RESERVARTÓRIO DE ÁGUA;;0;-1;1
683;187;1;PARAFUSO 9/16X1/2;;0;-1;1
684;187;1;PORCA 9/16;;0;-1;1
685;187;1;ARRUELA DE PRESSÃO;;0;-1;1
686;187;1;ANILHA CANO COMPRESSOR;;0;-1;1
687;187;1;ARRUELA ALUMINIO 16;;0;-1;1
688;187;1;BUZINA 12V;;0;-1;1
689;187;1;NIPLE ENCANAMENTO;;0;-1;1
690;187;1;PORCA 16;;0;-1;1
691;187;1;REPARO QA 1270;;0;-1;1
692;187;1;VÁLVULA REGULADORA;;0;-1;1
693;187;1;PARAFUSO RETORNO MANGUEIRA;;0;-1;1
694;187;1;OLHAL 16CM;;0;-1;1
695;187;1;PRATO APOIO CUICA;;0;-1;1
696;187;1;LÂMPADA H3 24V;;0;-1;1
697;175;1;FAVEIRO SERR. EM TÁBUA;;0;-1;1
698;166;1;LIXA PARA MADEIRA 120;;0;-1;1
699;161;1;BLOQUEADOR SUNDOW FPS 30;;0;0;1
700;161;1;BLOQUEADOR SUNDOW FPS 15;;0;0;1
701;5;1;ALMOFADA PARA CARIMBO Nº 4;;0;-1;1
702;125;1;HIDRALIT 1/4;;0;0;1
703;166;1;TRINCHA 300- 3/4'';;0;-1;1
704;126;7;SOLVENTE 450 ML;;0;-1;1
705;153;11;FIO FLEXÍVEL. 2 X 1,5;;0;-1;1
706;150;1;PLUG MACHO 2P;;0;-1;1
707;150;1;TOMADA EXTERNA;;0;-1;1
708;153;11;FIO FLEXÍVEL 2 X 0,75;;0;-1;1
709;153;1;FIO REDUÇÃO FECHO S23 6'';;0;-1;1
710;150;1;PINO T;;0;-1;1
711;46;1;CARTUCHO HP 27/3420 PRETO;;1;0;1
712;46;1;CARTUCHO HP 28/ 3420 COLORIDO;CARTUCHO ORIGINAL HP Nº 28 3420 COLORIDO;1;0;1
713;192;1;TROFÉU PREMIUM L.MON. 25481;;0;-1;1
714;192;1;TROFÉU PREMIUM L. MON. 25482;;0;-1;1
715;192;1;TROFÉU L. MON. 25483;;0;-1;1
716;192;1;MEDALHAS COM FITA;;0;-1;1
717;140;1;BOLA BEACH SOCCER ELEKTRA;;0;-1;1
718;140;1;BOLA TIEMPO FOOTVOLLEY;;0;-1;1
719;192;1;TROFÉU ESPT. 525F5;;0;-1;1
720;192;1;TROFÉU ESPT. 601F2;;0;-1;1
721;192;1;TROFÉU ESPT 601F2;;0;-1;1
722;151;23;PANFLETOS CARNAVAL;;0;-1;1000
723;151;23;CARTAZES CARNAVAL;;0;-1;1000
724;175;9;COMPENSADO COPAIBA 2,10 X 160 X 15MM;;0;-1;1
725;175;1;FORMA PARA TAPUME 2,20 X 110 X 6MM;;0;-1;0
726;193;1;LÁPIS CARPINTEIRO;;0;-1;1
727;183;1;PREGO CC 15 X 18 1 1/2 X 13;;0;-1;500
728;175;28;TAIPÁ 25 CM (SERRADA/TAXI);;0;-1;1
729;194;16;PENA;;0;-1;0
730;194;16;LANTEJOLA;PEÇA;0;-1;0
731;194;1;UNHA DOURADA;;0;-1;0
732;194;1;ESTOLA;;0;-1;0
733;201;1;PINCEL CHATO Nº 20;;0;-1;1
734;201;1;PINCEL CHATO Nº 12;0;0;-1;1
735;201;1;PINCEL CHATO Nº 06;;0;-1;1
736;117;6;CORDÃO DE NYLON;;0;-1;1
737;160;11;PLÁSTICO;;0;-1;1
738;194;10;GLITER;;0;-1;1
739;32;10;COLA DE ISOPOR 1KG;;0;-1;1
740;194;16;PISTOLA DE COLA QUENTE GRANDE;;0;-1;1
741;29;9;PAPEL PARANÁ;;0;-1;1
742;134;11;ACENTATO;;0;-1;1
743;48;1;RECARGA DE CARTUCHO HP 92 PRETO;;0;-1;1
744;48;1;RECARGA DE CARTUCHO HP 93 COLOR;;0;-1;1
745;48;1;REGARGA DE CARTUCHO 8727/3420 PRETO;;0;-1;1
746;48;1;RECARGA DE CARTUCHO 8728/3420 COLOR;;0;-1;1
747;46;1;CARTUCHO HP 3745 SERIES COLOR;;0;-1;1
748;154;16;COXIM ESCAPAMENTO;;0;-1;1
749;175;1;COMPENSADO COPAIBA 4.00 MM;;0;-1;1
750;92;1;CERA LÍQUIDA 500 ML;;0;-1;1
751;70;1;GABINETE ATX;;0;-1;1
752;66;1;HD SATA 120 GB;;0;-1;1
753;194;1;BANDEIRA DE ESTÂNCIA;;0;-1;1
754;46;1;CARTUCHO DE TONER WORK CENTRE M 4118;;0;-1;1
755;195;1;TOALHA DE ROSTO;;0;-1;1
756;55;1;DVD R (GRAVÁVEL);;0;-1;1
757;194;16;FITA DECOTARIVA;PEÇA;0;-1;1
758;194;16;TNT;PEÇA;0;-1;1
759;29;9;PAPEL CELOFONE;;0;-1;1
760;196;13;ALGODÃO HIDRÓFILO;;0;-1;1
761;148;1;QUADRO BRANCO;0;0;-1;1
762;148;1;APAGADOR PARA QUADRO BRANCO;;0;-1;1
763;197;2;COTONETES CX C/ 75 UND;;0;-1;1
764;197;1;CREME DENTAL 90G;;0;-1;1
765;197;1;PERFUME INFANTIL;;0;-1;1
766;197;1;PENTE PLÁSTICO;;0;-1;1
767;197;1;TALCO INFANTIL;;0;-1;1
768;197;1;FRALDAS DE TECIDO;;0;-1;5
769;131;1;CILINDRO P/ TONER HP 1010;;0;-1;1
770;134;11;ARTIGO 1305 2ª 1,60 LARG /BRIM;;0;-1;1
771;134;11;TECIDO DE MALHA 100% POLIESTER/ MALHA;;0;-1;1
772;134;11;RETALHOS DIVERSOS/ VUAL;;0;-1;1
773;26;1;BLOCO DE ISOPOR 1X2X50;;0;-1;1
774;29;9;PAPEL 60 KG;;0;-1;1
775;29;9;PAPEL DUPLEX;;0;-1;1
776;150;1;HASTE ATERRO;;0;-1;1
777;150;1;TOMADA 2P UNIVERSAL;;0;-1;1
778;150;1;CAIXA PADRÃO;;0;-1;1
779;150;1;CABO FLEXÍVEL SIL 1,5;;0;-1;1
780;194;10;BROCAL;MATERIAL TIPO AREIA BRILHANTE;0;-1;1
781;150;1;TOMADA 2P LINHA;;0;-1;1
782;194;6;FITA METALÓIDE;;0;-1;1
783;184;1;INTERRUPTOR 2 TECLAS;;0;-1;1
784;174;16;BROCA P/ CONCRETO 8MM;;0;-1;1
785;174;16;BROCA HELIC 100MMX15/64;;0;-1;1
786;198;1;FECHADURA;;0;-1;1
787;173;10;DOBRADIÇA AÇO;;0;-1;1
788;199;9;ISOPOR 10 MM;;0;-1;1
789;22;9;PAPEL LAMINADO;;0;-1;1
790;22;9;PAPEL DE SEDA;;0;-1;1
791;22;9;PAPEL CREPOM;;0;-1;1
792;194;13;AREIA BRILHANTE;PACOTE;0;-1;1
793;148;1;TINTA ACRILEX;;0;0;1
794;148;2;TINTA GUACHE;POR CAIXA;0;-1;12
795;175;28;RIPA;;0;-1;1
796;200;13;CANUDOS ULTRA GROSSO;;0;-1;400
797;194;13;PURPURINA;;0;-1;1
798;194;1;ELÁSTICO PARA MÁSCARA;;0;-1;1
799;194;1;ELÁSTICO 4 CM;;0;-1;1
800;194;1;PERUCA DE NYLON;;0;-1;1
801;194;1;MAMÃE SACODE;;0;-1;1
802;194;1;TIARA;;0;-1;1
803;194;1;ESPUMA 5 CM;;0;-1;1
804;125;1;CORANTE BASE ÁGUA EM CORES;;0;-1;1
805;135;13;FITILHO P/ PRESENTE;;0;-1;1
806;135;13;BEXIGA C/ 50 UND;;0;-1;1
807;201;1;PINCEL CHATO Nº 10;;0;-1;1
808;201;1;PINCEL ESCOLAR Nº 02;;0;-1;1
809;201;1;PINCEL ESCOLAR Nº 08;;0;-1;1
810;201;1;PINCEL ESCOLAR Nº 10;;0;-1;1
811;194;16;PALITOS PARA CHURRASCO;;0;-1;1
812;204;1;CAPA PARA VIOLÃO;;0;-1;1
813;204;1;ESTANTE PARTITURA;;0;-1;1
814;204;1;METRÔMETRO DIGITAL;;0;-1;1
815;204;1;SUPORTE PORTÁTIL P/ VIOLÃO;;0;-1;1
816;205;1;CAIXA TÉRMICA DE ISOPOR;;0;-1;1
817;148;1;O FANTASMA JUVENAL;;0;-1;1
818;148;1;NESTOR O DRAGÃO;;0;-1;1
819;148;1;JUVÊNCIO O ESPANALHO;;0;-1;1
820;148;1;EUGÊNIO O ESQUELETO;;0;-1;1
821;148;1;A MÚMIA FLORÊNCIO;;0;-1;1
822;148;1;A BRUXA MALVINA;;0;-1;1
823;148;1;ABELHA QUE QUERIA SER RAINHA;;0;-1;1
824;148;1;A BORBOLETA QUE QUERIA SER LINDA;;0;-1;1
825;148;1;A GIRAFA QUE QUERIA SER SUCESSO;;0;-1;1
826;148;1;A RAPOSA QUE SABIA TUDO;;0;-1;1
827;148;1;O COELHO QUE QUERIA SER RÁPIDO;;0;-1;1
828;148;1;O ELEFANTE QUE QUERIA SER TUDO;;0;-1;1
829;148;1;CLÁSSICOS DE OURO C/ CD ROM;;0;-1;1
830;206;16;MICRO MOTOR  1/40 B/VOLT;;0;-1;1
831;133;1;CAMISA DE MALHA CORES;;0;-1;1
832;207;1;PANELA DE PRESSÃO 10L;;0;-1;1
833;207;1;FRIGIDEIRA INDUSTRIAL N 34;;0;-1;1
834;207;1;FRIGIDEIRA INDUSTRIAL N 30;;0;-1;1
835;207;1;CAÇAROLA N 38;;0;-1;1
836;207;1;CAÇAROLA N 40;;0;-1;1
837;207;26;CONJUNTO DE LATAS 5P;;0;-1;1
838;207;1;LATAS P/ MANTIMENTOS 5 P;;0;-1;5
841;133;1;CAMISETA PV TAM 2;;0;-1;1
844;133;1;CAMISETA PV TAM 4;;0;-1;1
845;208;1;BERMUDA EM HELANCA TAM 02;;0;-1;1
846;208;1;BERMUDA EM HELANCA TAM 04;;0;-1;1
847;148;1;LIVRO FRATERNIDADE;;0;-1;1
848;148;1;LIVRO PLANEJAMENTO;;0;-1;1
849;148;1;LIVRO AMIZADE;;0;-1;1
850;148;1;LIVRO ORGANIZAÇÃO;;0;-1;1
851;148;1;LIVRO JUSTIÇA;;0;-1;1
852;148;1;LIVRO SENTIMENTO;;0;-1;1
853;148;1;LIVRO RELAÇÃO SEXUAL: QDO AMOR FAZ DIFER;;0;-1;1
854;148;1;LIVRO QUE CONFUSÃO: PQ E TÃO DIF FAL SEX;;0;-1;1
855;148;1;LIVRO NEM TÃO ROSA NEM TÃO AZUL;;0;-1;1
856;148;1;LIVRO APARELHO REPRODUTOR;;0;-1;1
857;148;1;LIVRO FECUNDAÇÃO;;0;-1;1
858;148;1;LIVRO GÊMEOS: CAIXINHA DE SURPRESAS;;0;-1;1
859;148;1;LIVRO PUBERDADE DA LARG DA BOBOLETA;;0;-1;1
860;148;1;LIVRO GRAVIDEZ A MAGIA DA VIDA;;0;-1;1
861;148;1;LIVRO PARTO NA HORA H;;0;-1;1
862;148;1;LIVRO ADOLESCENCIA: FELIZ IDADE;;0;-1;1
863;209;1;TABULEIRO P/ XADREZ 40X40;;0;-1;1
864;209;1;TABULEIRO P/ FUTEBOL DE BOTÃO;;0;-1;1
865;209;1;JOGO DE FUTEBOL DE BOTÃO;;0;-1;2
866;209;1;TABULEIRO PARA JOGO DE DAMAS;;0;-1;1
867;209;1;PEGA VARETAS;;0;-1;1
868;209;1;BAMBOLÊ ARCO PLÁSTICO PVC;;0;-1;1
869;209;1;JOGO DE DOMINÓ - PLÁSTICO;;0;-1;1
870;209;1;CORDA P/ PULAR 3METROS;;0;-1;1
871;148;1;LIVRO DE XADREZ P/ INICIANTES;;0;-1;1
872;131;1;CILINDRO DE TONER 2612 A;;0;-1;1
873;62;1;FONTE ATX 450W;;0;-1;1
874;131;1;CILINDRO P/ TONER HP 7115 A;;0;-1;1
875;2;1;AGENDA TELEFÔNICA;;0;-1;1
876;210;1;PORTA DUREX LARGO;;0;-1;1
877;210;1;PORTA DUREX ESTREITO;;0;-1;1
878;194;14;SANDALHAS FEMININAS EM TEXTIL;;0;-1;1
879;194;14;SANDALHAS FEMININAS EM SINTETICO;;0;-1;1
880;117;11;CORDÃO FLEXIVEL TORCIDO SIL 4.00;;0;-1;1
881;154;16;ELEMENTO;;0;-1;1
882;154;16;ABRAÇADEIRA 250;;0;-1;1
883;154;16;PARAFUSO LENT;;0;-1;1
884;164;1;DISJUNTOR UNIPOLAR 40 A;;0;-1;1
885;167;1;TUBO 1 1/4;;0;-1;1
886;167;1;TUBO 1 1/2;;0;-1;1
887;167;1;CURVA 90X1 1/4;;0;-1;1
888;167;1;CURVA 90X1 1/2;;0;-1;1
889;167;1;TE SOLDAVEL 1 1/2;;0;-1;1
890;167;1;FLANGE 1 1/2;;0;-1;1
891;167;1;FLANGE 1 1/4;;0;-1;1
892;167;1;FLANGE 1;;0;-1;1
893;167;1;NIPLE DE 1 1/4;;0;-1;1
894;162;1;REGISTRO;;0;-1;1
895;162;1;REGISTRO DE GAVETA DE METAL;;0;-1;1
896;162;1;VÁLVULA DE RETENÇÃO HORIZONTAL;;0;-1;1
897;211;1;CAIXA DÁDUA 7,500 L;;0;-1;1
898;40;1;ESTILETE PROFISSIONAL;;0;-1;1
899;204;1;CAIXA PLÁSTICA/ MALETA C/ BANDEIJA;;0;-1;1
900;125;1;TINTA SPRAY;;0;-1;1
901;166;1;TRINCHA 2.1/2'';;0;-1;1
902;166;1;TRINCHA 1.1/2'';;0;-1;1
903;166;1;TRINCHA 1'';;0;-1;1
904;204;1;FORMÃO CHANFRADO 1/2'';;0;-1;1
905;174;1;ALICATE UNIVERSAL 8'';;0;-1;1
906;174;1;CHAVE DE FENDA 1/4X5'';;0;-1;1
907;174;1;CHAVE FIXA 12X13MM;;0;-1;1
908;204;1;CARTELA DE LAMINAS C/ 5 UNIDADES;;0;-1;5
909;166;1;LIXA DE MASSSA A-257;;0;-1;1
910;186;10;ARAME GALVANIZADO 14;;0;-1;1
911;154;1;CALÇO BRANCO S/ ABA;;0;-1;1
912;154;1;CALÇO BRANCO C/ ABA;;0;-1;1
913;154;1;REPARO DA PLANETARIA;;0;-1;1
914;204;1;BRASCOPLAST PRO-LINE;;0;-1;1
915;190;1;ROLO DE ESPUMA;;0;-1;1
916;154;1;DESENGRIPANTE;;0;-1;1
917;154;1;GUARNIÇÃO FLANGE BOMBA;;0;-1;1
918;154;1;ABRAÇADEIRA P/ INJEÇÃO ELETRONICA;;0;-1;1
919;154;1;MAÇANETA EXTERNA;;0;-1;1
920;120;6;FITA EMPACOTAMENTO MARRON 45MM X 50 M;;0;-1;1
921;154;1;MANIVELA LEV VIDRO;;0;-1;1
922;154;1;MAQUINA VIDRO;;0;-1;1
923;154;1;JOGO CANAL;;0;-1;1
924;150;1;FITA AUTOFUSÃO 5M;;0;-1;1
925;154;1;COXIM DA COLUNA;;0;-1;1
926;154;1;MACACO JACARE 2 TON;;0;-1;1
927;154;1;SEMI EIXO COMPLETO;;0;-1;1
928;154;1;LAMPADA 6/7 12V;;0;-1;1
929;154;1;LENTE PALITO;;0;-1;1
930;154;1;DISCO TACÓGRAFO;;0;-1;1
931;157;1;CERA GRAN PRIX;;0;-1;1
932;157;27;ÓLEO DE FREIO;;0;-1;1
933;157;27;SOLUÇÃO DE BATERIA;;0;-1;1
934;157;27;ÓLEO DE FREIO DOT4;;0;-1;1
935;167;1;REDUÇÃO SOLDÁVEL 1 1/2X1/2;;0;-1;1
936;150;1;LÂMPADA ICANDESCENTE 220 V 150W;;0;-1;1
937;125;7;TINTA DELACRYL VERNIZ ACRILICO 3.6 L;;0;-1;1
938;125;7;TINTA PINTALAR VINIL ACRILICO 1.8 L;;0;-1;1
